iter	Logloss
158	0.02888981943
159	0.02845143228
160	0.02840883597
161	0.02831619162
162	0.02814670907
163	0.0277890053
164	0.02774819447
165	0.02770970452
166	0.02743224655
167	0.02698029593
168	0.02693702685
169	0.02685590035
170	0.02682110394
171	0.02678449279
172	0.02659236006
173	0.02641892704
174	0.02638295779
175	0.02634719824
176	0.02601816225
177	0.0259426829
178	0.02552453993
179	0.02548522144
180	0.0253561322
181	0.02481737809
182	0.02478185349
183	0.02474854104
184	0.02438706365
185	0.02435112201
186	0.02410817292
187	0.02405504115
188	0.02402229074
189	0.02372602472
190	0.02365686903
191	0.02328277111
192	0.02324173442
193	0.02288994064
194	0.02285649482
195	0.02257910161
196	0.02255139003
197	0.02230585763
198	0.02197773654
199	0.02194298331
200	0.02175689149
201	0.02172342236
202	0.02168675521
203	0.02145236677
204	0.02142112615
205	0.02128332313
206	0.02101512443
207	0.02099106415
208	0.02074747266
209	0.02072095748
210	0.02041297753
211	0.02038792435
212	0.02019329483
213	0.02015673688
214	0.01979830386
215	0.0197449301
216	0.01957396949
217	0.01926503489
218	0.0192431196
219	0.01883130215
220	0.01880927681
221	0.01878388973
222	0.01856167184
223	0.01854095604
224	0.01836242741
225	0.01831508567
226	0.01811828573
227	0.01805218613
228	0.01793096199
229	0.01775193271
230	0.01773317
231	0.01760600927
232	0.01758775843
233	0.01756206599
234	0.01740001189
235	0.01738313589
236	0.01712957857
237	0.0169784509
238	0.01693771155
239	0.01681091856
240	0.01679512937
241	0.01655349565
242	0.01653388746
243	0.01637096196
244	0.01634871138
245	0.01626253343
246	0.01624711219
247	0.01616111598
248	0.0161443421
249	0.01600657863
250	0.01598863268
251	0.01588831876
252	0.01575479289
253	0.01573676649
254	0.01550632352
255	0.0154914739
256	0.01530654828
257	0.01527944779
258	0.01505690871
259	0.01503502768
260	0.01484185493
261	0.01482825486
262	0.01478269245
263	0.01476910994
264	0.01461514043
265	0.01460051018
266	0.01446553629
267	0.01443962903
268	0.01421823274
269	0.01420198941
270	0.01400150287
271	0.01398890859
272	0.01396945925
273	0.01395351565
274	0.01377015465
275	0.01375768691
276	0.01363850881
277	0.01362694809
278	0.01359344029
279	0.01353011484
280	0.01344215493
281	0.01343183222
282	0.01334094599
283	0.01314863943
284	0.0131361424
285	0.0129804506
286	0.01296995825
287	0.01290291179
288	0.01288455409
289	0.01285966093
290	0.01284997995
291	0.01283986088
292	0.01267571111
293	0.01266531901
294	0.01248760119
295	0.01247819367
296	0.01240087229
297	0.01223966318
298	0.01222895272
299	0.01213830526
300	0.0121293759
301	0.01205250113
302	0.01198746119
303	0.01197833563
304	0.01196466199
305	0.01175216328
306	0.01174182001
307	0.01158700891
308	0.01157667506
309	0.01156552639
310	0.01154286208
311	0.01144462941
312	0.01143362392
313	0.01132409638
314	0.01131567108
315	0.01122735873
316	0.01110742313
317	0.01109910573
318	0.01094490052
319	0.01093506988
320	0.01092743282
321	0.01087945112
322	0.01085525545
323	0.01077477749
324	0.01076710825
325	0.01075892481
326	0.01068454482
327	0.0106736522
328	0.01066288839
329	0.01060960419
330	0.01060216856
331	0.01052352143
332	0.01051608543
333	0.01050292996
334	0.0103948686
335	0.01037300753
336	0.01036624275
337	0.01035901406
338	0.01029329707
339	0.01028643129
340	0.01027573545
341	0.01014326637
342	0.01013593658
343	0.01006103766
344	0.00994878602
345	0.009940794559
346	0.009854389429
347	0.009844785125
348	0.009836891956
349	0.009818696797
350	0.009767425508
351	0.009761136831
352	0.00961729564
353	0.009610760251
354	0.009599073346
355	0.009468136526
356	0.009461089179
357	0.00944064429
358	0.00934428822
359	0.009338260864
360	0.009327156106
361	0.009292547974
362	0.009213817278
363	0.009102787283
364	0.009097118563
365	0.009091400708
366	0.009010778562
367	0.009005484044
368	0.008962225934
369	0.008955484158
370	0.008862134966
371	0.008852375325
372	0.00882815028
373	0.008823085185
374	0.008817795754
375	0.008745510567
376	0.008740318744
377	0.008703412344
378	0.008660766146
379	0.008629317802
380	0.008560410512
381	0.008552723748
382	0.008548016856
383	0.008517282144
384	0.008512329176
385	0.008507493552
386	0.00845033992
387	0.008424720703
388	0.008358278985
389	0.008353402284
390	0.008247125506
391	0.008236135307
392	0.0082135961
393	0.008114103827
394	0.008092091746
395	0.00808704535
396	0.008028195417
397	0.008023703712
398	0.008019122994
399	0.007998620139
400	0.007964604897
401	0.00796009054
402	0.007952431755
403	0.007929317088
404	0.007924803024
405	0.007876306289
406	0.007853151921
407	0.007802630385
408	0.007797935766
409	0.007793618699
410	0.007698641743
411	0.007694318462
412	0.00769012963
413	0.007685886516
414	0.007663766367
415	0.007659753848
416	0.007571815169
417	0.0075662861
418	0.007464637639
419	0.007459433846
420	0.007455724089
421	0.007451970197
422	0.007419276817
423	0.007383854238
424	0.007310421735
425	0.007305498747
426	0.007237187258
427	0.007232287596
428	0.007226154351
429	0.007210304684
430	0.007206728897
431	0.007150153934
432	0.007146234899
433	0.007122287728
434	0.007044983469
435	0.007008229245
436	0.006956176282
437	0.006952444266
438	0.006894810205
439	0.006886012136
440	0.00682943
441	0.006823310797
442	0.006805393369
443	0.006735064453
444	0.00673155271
445	0.0066697797
446	0.006666440449
447	0.006655767255
448	0.006592268047
449	0.006584039512
450	0.006518309237
451	0.006515026475
452	0.006445564952
453	0.006442034342
454	0.006439059272
455	0.006410023616
456	0.006400098275
457	0.006360516169
458	0.006357409645
459	0.006339680798
460	0.006336449004
461	0.006333510258
462	0.006290066498
463	0.006285787245
464	0.006267344508
465	0.006261959255
466	0.006222851986
467	0.006219483273
468	0.006175058011
469	0.006171699546
470	0.006168764777
471	0.006161400086
472	0.006120923841
473	0.006117975458
474	0.006087421611
475	0.006084325005
476	0.006047157537
477	0.006044367059
478	0.006029130205
479	0.006025431264
480	0.006022745198
481	0.00600349643
482	0.005964593457
483	0.005961151319
484	0.005957596602
485	0.00592830387
486	0.0059256524
487	0.005921818148
488	0.00586472795
489	0.005862075122
490	0.005844430996
491	0.005831837748
492	0.005822821424
493	0.005804983247
494	0.005785507867
495	0.005781241851
496	0.005774860454
497	0.005762810314
498	0.005760218254
499	0.005755117199
500	0.00573338451
501	0.005730229208
502	0.00572770488
503	0.00568396341
504	0.005681481053
505	0.005614531415
506	0.005611893682
507	0.005579617032
508	0.005577039175
509	0.005541566674
510	0.005538995384
511	0.005530143389
512	0.005514202319
513	0.005498634482
514	0.005482265976
515	0.005437384426
516	0.005432502559
517	0.005416807775
518	0.005406899553
519	0.005383545894
520	0.005381244947
521	0.005379069291
522	0.005369347808
523	0.00532303448
524	0.005320839199
525	0.00529414348
526	0.005273637925
527	0.005243443928
528	0.005240886104
529	0.00520700296
530	0.005204841972
531	0.005154849179
532	0.005152355236
533	0.00511978839
534	0.00511405226
535	0.005058318294
536	0.005055925848
537	0.005013970515
538	0.005011080258
539	0.004987217692
540	0.004985007713
541	0.004979247859
542	0.004958973174
543	0.00494488905
544	0.00494275976
545	0.004917936834
546	0.004908859125
547	0.004895497105
548	0.004893644962
549	0.004852176087
550	0.004850043137
551	0.004845055471
552	0.004800836487
553	0.004798912951
554	0.004795157466
555	0.004769408504
556	0.004766424663
557	0.004759993594
558	0.004756225896
559	0.004754241252
560	0.004722263869
561	0.004720234482
562	0.004686094494
563	0.00468433914
564	0.004640293793
565	0.004638396288
566	0.004601614913
567	0.004599922504
568	0.004565251739
569	0.004563454298
570	0.004533889835
571	0.004530458471
572	0.004496469521
573	0.004492530534
574	0.004475161864
575	0.004448343883
576	0.004446748506
577	0.004418270264
578	0.004416702572
579	0.004388553144
580	0.004386661164
581	0.00433956834
582	0.004337635278
583	0.004336152524
584	0.004333634165
585	0.004301832453
586	0.004300161795
587	0.004298265014
588	0.004271940789
589	0.004270385373
590	0.004267153349
591	0.004249828782
592	0.004229791664
593	0.004218076533
594	0.004187141672
595	0.004185643469
596	0.004184278172
597	0.004149919376
598	0.004148374659
599	0.004129554256
600	0.004127791701
601	0.004095035913
602	0.004093444145
603	0.004092127434
604	0.004081211785
605	0.00407805237
606	0.004070533079
607	0.004066894057
608	0.004065356564
609	0.004064265188
610	0.004040709713
611	0.004037700463
612	0.004029076579
613	0.004021118225
614	0.004000815172
615	0.003999398336
616	0.003991176404
617	0.003982724327
618	0.003981364541
619	0.003978715889
620	0.003966077528
621	0.003964638034
622	0.003926322636
623	0.003924809521
624	0.00389710274
625	0.003895858351
626	0.003894634467
627	0.003892942206
628	0.003891096111
629	0.003877595719
630	0.003830280871
631	0.003827346277
632	0.003825557246
633	0.003809584048
634	0.003808375974
635	0.003792540693
636	0.003791344662
637	0.003789719726
638	0.003788513034
639	0.003774308899
640	0.003773097536
641	0.003769816566
642	0.003752801466
643	0.003751316499
644	0.003719590328
645	0.003718316668
646	0.003717160864
647	0.003695930673
648	0.00369469758
649	0.003667846898
650	0.003666604147
651	0.003665785726
652	0.003664140942
653	0.003662694907
654	0.003661089524
655	0.003659360437
656	0.003658178323
657	0.003644662638
658	0.003643513681
659	0.003640681775
660	0.003631615837
661	0.003630453944
662	0.00362162515
663	0.003620475704
664	0.003619397824
665	0.003616368405
666	0.003613455113
667	0.003604810076
668	0.003588926663
669	0.003587725246
670	0.003586435333
671	0.0035785419
672	0.003571978633
673	0.003570910949
674	0.003553923665
675	0.003552758269
676	0.003538688018
677	0.003536431436
678	0.003524333323
679	0.003515568253
680	0.003515318216
681	0.003508468863
682	0.003508476566
683	0.003505136517
684	0.003504777879
685	0.003489477939
686	0.003477749129
687	0.003476750668
688	0.00347466936
689	0.003473488742
690	0.003472780767
691	0.003470070727
692	0.003440536717
693	0.003439412359
694	0.003433835254
695	0.00342220493
696	0.003399222515
697	0.003398225935
698	0.00339734195
699	0.003396423301
